Tipo,Id,Nombre,Polygon,Zonning
Municipio,1,Bahía Blanca,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.34347196,-38.706074009997565 -62.311662,-38.679653969997567 -62.25082992,-38.630118959997588 -62.148684960000011,-38.69275697999754 -62.19410508,-38.731688009997534 -62.180013960000011,-38.741553989997527 -62.194275,-38.75314202999752 -62.23052088,-38.775318029997514 -62.25801984000001,-38.76120197999753 -62.27636688,-38.762072009997524 -62.29581588,-38.779430039997507 -62.30196792,-38.768561999997516 -62.303484960000013,-38.762648009997527 -62.30909304,-38.741952959997541 -62.31672396,-38.736089009997535 -62.31975804,-38.737916999997537 -62.327619,-38.732003009997541 -62.32885992,-38.73426101999754 -62.33299704,-38.734368029997533 -62.33299704,-38.720819969997542 -62.33462892,-38.714373989997554 -62.34347196,-38.706074009997565</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,2,General Daniel Cerri,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.439768,-38.666062979997577 -62.32731588,-38.667700979997569 -62.37069192,-38.70100799999755 -62.34347196,-38.706074009997565 -62.33462892,-38.714373989997554 -62.33299704,-38.720819969997542 -62.33299704,-38.734368029997533 -62.44079004,-38.733748019997535 -62.439768,-38.666062979997577</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,3,Grunbein,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.194275,-38.75314202999752 -62.180013960000011,-38.741553989997527 -62.16414084,-38.752147979997517 -62.17769304,-38.763007019997509 -62.194275,-38.75314202999752</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,4,Ingeniero White,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.29581588,-38.779430039997507 -62.27636688,-38.762072009997524 -62.25801984000001,-38.76120197999753 -62.23052088,-38.775318029997514 -62.264220120000012,-38.788750979997523 -62.26798392,-38.788370999997525 -62.27202492,-38.789477999997509 -62.27780184,-38.787791039997508 -62.276455080000012,-38.785444019997513 -62.29581588,-38.779430039997507</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,5,Villa Bordeau,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.311662,-38.679653969997567 -62.34347196,-38.706074009997565 -62.37069192,-38.70100799999755 -62.32731588,-38.667700979997569 -62.311662,-38.679653969997567</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,6,Villa Espora,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-62.180013960000011,-38.741553989997527 -62.16609312,-38.729834009997546 -62.149965120000012,-38.739897989997523 -62.16414084,-38.752147979997517 -62.180013960000011,-38.741553989997527</coordinates></LinearRing></outerBoundaryIs></Polygon>",
Municipio,7,San Isidro,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.599875996362094,-34.492328339314739 -58.598831075012825,-34.492421976411634 -58.595714405224015,-34.492712921914958 -58.595656218988594,-34.492695895125372 -58.594627929148153,-34.49232765849527 -58.592818758011106,-34.491372571520905 -58.592418703964455,-34.491141474280013 -58.58711591607458,-34.488036507799507 -58.585727490764199,-34.485709466471775 -58.583666009585578,-34.484756837983873 -58.579742238630594,-34.482962507105889 -58.579322491877647,-34.482770611528714 -58.579104667827224,-34.481651877745257 -58.575966054915348,-34.48112764579151 -58.575770656497461,-34.48109773388363 -58.567673841730439,-34.477241598288394 -58.556046172737688,-34.471708348097245 -58.548111838577256,-34.467937354418602 -58.542986852660945,-34.465488610444744 -58.541453817394427,-34.464765455901002 -58.540481235207515,-34.464296862157596 -58.538594954904134,-34.463399215788243 -58.537707432188668,-34.462980757975856 -58.536802235477232,-34.462547728571998 -58.535894751431279,-34.462110059042168 -58.535669256495105,-34.461992861642429 -58.532131063470054,-34.460157882923156 -58.528272563792385,-34.458145851380401 -58.524984461653084,-34.45642940491598 -58.524960986076074,-34.456418974423293 -58.524844809825709,-34.456353415547348 -58.524175318458319,-34.456015676534946 -58.521534079745365,-34.454648972725685 -58.521199748699892,-34.454475627425317 -58.519494438445868,-34.453651751190378 -58.51721822146655,-34.452541080947242 -58.516480679582713,-34.452841667873344 -58.516329817263966,-34.452890794065276 -58.516164265864148,-34.452952495843441 -58.516034179222238,-34.453011887488778 -58.515812678008501,-34.453092610928017 -58.515640346527114,-34.453108960677469 -58.515453216443582,-34.453169332779005 -58.515312741095194,-34.453223590540787 -58.515114821646968,-34.453283297733762 -58.51487454816661,-34.453331409765141 -58.514689021251549,-34.453373905811461 -58.514449148433158,-34.453417548249696 -58.514263110196509,-34.453495959122101 -58.514076780673136,-34.453547391494617 -58.513891253075656,-34.453589886200561 -58.513758868002476,-34.453644640269381 -58.513616495952732,-34.453689792350872 -58.513443541639489,-34.453773501046953 -58.51328636938009,-34.453862674881911 -58.513034101489943,-34.453923524388685 -58.512860454544899,-34.453984722655832 -58.512696213121153,-34.454001566302026 -58.512456960690308,-34.45397784222726 -58.512276245485495,-34.45396671032114 -58.512088531276582,-34.453973120466763 -58.51188182548664,-34.45400981394296 -58.511663639276655,-34.454023332966941 -58.511519661109652,-34.454086356947471 -58.511289371033335,-34.454144063243184 -58.511146194858554,-34.454198149421764 -58.511007320636153,-34.454234527007443 -58.510801015271724,-34.454266749845296 -58.510560448159758,-34.454287874577254 -58.510365845626993,-34.454280377452584 -58.510135264951018,-34.454311103363949 -58.509948642554484,-34.454335550798135 -58.509764204289326,-34.454396079396872 -58.509641289216937,-34.454496345777791 -58.509498289228027,-34.454608854386571 -58.509367795028957,-34.454672706527376 -58.509247175008667,-34.454777607235535 -58.509132350510207,-34.454878371604998 -58.508959278060608,-34.454993519562294 -58.508793494217912,-34.455118103146035 -58.508586159181981,-34.455222152183481 -58.508388296233377,-34.455371718172501 -58.507912741807523,-34.455683902028476 -58.507758659630937,-34.455768765075113 -58.50762620463086,-34.455733640496263 -58.507443818721711,-34.455650504454425 -58.507227234691207,-34.455646140393732 -58.507075962200886,-34.455699722263688 -58.506767909184127,-34.455837999278735 -58.506589951853996,-34.455916895529569 -58.506284996152473,-34.456050868791898 -58.506207526857608,-34.456158426350086 -58.506138838914353,-34.456288991977104 -58.506417482978094,-34.456719558906343 -58.506467588995569,-34.45682599499505 -58.506564640556775,-34.456953298665454 -58.506602753153587,-34.457072475375305 -58.506815574627936,-34.457481010371318 -58.507244434774819,-34.458262331217689 -58.507296725361122,-34.458404848600537 -58.507305456883309,-34.458549174134703 -58.507171805070975,-34.458738642579625 -58.507093129164559,-34.458859606326492 -58.506951322157967,-34.458958704690133 -58.50675516589132,-34.459058945592069 -58.506261268363673,-34.459212723083802 -58.506117853645307,-34.45932969462568 -58.50605237448049,-34.459424511116303 -58.5060245449259,-34.45955310235 -58.50598253876823,-34.459658352746068 -58.505935827238766,-34.459785779741075 -58.50586914269725,-34.459894001821162 -58.505800048471492,-34.460029035362162 -58.505699964094276,-34.460207091484442 -58.505600106786019,-34.460322254637468 -58.505508341407214,-34.460437916651102 -58.50542415251585,-34.46058999253642 -58.505330780080911,-34.460723528671238 -58.505261168522502,-34.460894476677204 -58.505227426406485,-34.461058649807846 -58.505157526608684,-34.461202619876126 -58.505102031012932,-34.461307038022206 -58.504949199381748,-34.4614683605867 -58.504555730222592,-34.462194484334773 -58.504386769457227,-34.462444678189037 -58.50424374776442,-34.462557177863303 -58.503978019828942,-34.462707042782618 -58.503781621855005,-34.462870169880475 -58.503561921544737,-34.463081286075699 -58.50350441361406,-34.463208045865876 -58.503456375346993,-34.463380323126799 -58.50342974467442,-34.463495507379029 -58.503321500365992,-34.463583190823819 -58.503273174502574,-34.46372849019567 -58.503239254423221,-34.463834238072074 -58.503197413592517,-34.463997910777657 -58.503070859311258,-34.464138384588765 -58.503080155679683,-34.464336664995692 -58.503095765668945,-34.464494894803281 -58.503109998550514,-34.464608106265331 -58.503105233688416,-34.464751599236592 -58.503025856462642,-34.464850049640347 -58.502884837516305,-34.464940204156271 -58.502754723623283,-34.46499957782536 -58.50265284652189,-34.465137080008795 -58.502639701462414,-34.465253095912104 -58.502529042788659,-34.465367589535717 -58.502392096619403,-34.465502928012477 -58.502229550990535,-34.465681620372656 -58.502094382099841,-34.465857508126362 -58.502075951398609,-34.466152931314419 -58.502132942029213,-34.466273274106413 -58.502107453200708,-34.466496368464519 -58.502016363159377,-34.466634535438992 -58.501946853494275,-34.466774033759577 -58.501924980799899,-34.46695691111546 -58.501955281785207,-34.467102567380557 -58.502090789418311,-34.467254714482586 -58.502220500419632,-34.467410997184665 -58.502294079367609,-34.467527870062533 -58.502257915038108,-34.467718852498344 -58.502210789284412,-34.46785074524589 -58.502231907862772,-34.467977861645373 -58.502236378178154,-34.468229764424748 -58.502020914360344,-34.468122111044728 -58.501816412028724,-34.468073547009602 -58.50155629542369,-34.467949657831113 -58.501395991573716,-34.467831926815883 -58.501244352976975,-34.467768650312536 -58.501004551086403,-34.4677808135636 -58.500860773576804,-34.46778092834105 -58.500657362824207,-34.467750403115012 -58.500469619701306,-34.46775679105378 -58.500289165451932,-34.467772615162922 -58.500068130616349,-34.467817387972417 -58.499880439999266,-34.467913644816434 -58.499642648137865,-34.467903462691986 -58.499424193750023,-34.467979846819553 -58.499297911780012,-34.468147292630618 -58.499264956613203,-34.468302525132017 -58.499208007901451,-34.468483236693636 -58.499217241843745,-34.468591646493643 -58.499290816945702,-34.468708520785491 -58.499407839766945,-34.468855036589979 -58.499403922783479,-34.469079461289709 -58.499250675811837,-34.469034056240005 -58.499133134179964,-34.468923454882585 -58.498994011766158,-34.468811521410409 -58.498885250907094,-34.468723928463142 -58.498605099332416,-34.468702142873909 -58.498352092142333,-34.468740445432637 -58.49819998627666,-34.468802949344578 -58.498079045415025,-34.468880856850483 -58.497950413566272,-34.468953796119663 -58.497728453314025,-34.469038947085302 -58.497597123318322,-34.469111719371874 -58.497471120512728,-34.469306140074174 -58.497670308236586,-34.469745302601488 -58.497476312005304,-34.469670419679026 -58.497360145873984,-34.469604834803839 -58.497150298185765,-34.469645799123306 -58.497041234644499,-34.469742412009715 -58.496950250039163,-34.46984912762607 -58.496807656210798,-34.470047016444411 -58.496707489142892,-34.470135191613721 -58.496586427062795,-34.470244543145206 -58.496387748928541,-34.470492888306808 -58.496360750476384,-34.470702407246236 -58.496239853103283,-34.470870181656672 -58.49605712196756,-34.471182417252258 -58.496001772478287,-34.471345252218661 -58.495988568032985,-34.471371396754655 -58.495800912406558,-34.471557514866944 -58.495666926182913,-34.471719986977597 -58.495496874540478,-34.472041991103502 -58.495397271091029,-34.472184119535846 -58.495449426106205,-34.472358086398152 -58.49555927527031,-34.472463723064095 -58.496671813475231,-34.473273819920102 -58.496672950108533,-34.473381729814925 -58.496559241566722,-34.473379202062198 -58.496399457505461,-34.473225549566642 -58.495704928506285,-34.472683903604825 -58.495553287421465,-34.472620619378119 -58.495475383629326,-34.472732634679176 -58.495557451153516,-34.472845542354939 -58.495544623633911,-34.473078402681502 -58.495371162887707,-34.473076677138472 -58.495142658840301,-34.473053578716453 -58.495002659570254,-34.473071892419071 -58.49486833934737,-34.473117516582342 -58.49469428446475,-34.473273019348504 -58.494659945311525,-34.473383231333564 -58.494532153753568,-34.473537097826551 -58.494403392500374,-34.473641477814951 -58.494290579424856,-34.473809749078434 -58.494220646885708,-34.47395370892685 -58.494230201933945,-34.474178964749733 -58.494225463157058,-34.474412324321762 -58.494191167641368,-34.474612405066544 -58.494187471667381,-34.474773936042745 -58.494217237370563,-34.474955507122019 -58.494291658638936,-34.47515331639724 -58.494386812830598,-34.475271526602157 -58.494523477547496,-34.475320407635799 -58.49467696980269,-34.47530292813498 -58.494816616056568,-34.475378952893777 -58.495014764244154,-34.475377710980219 -58.49520969347062,-34.475412216472499 -58.495392459632122,-34.475401037312466 -58.495593140849316,-34.475341537736767 -58.495796803416198,-34.475309181831967 -58.496056764759757,-34.475374661893071 -58.496308349193768,-34.475412664211646 -58.496546610459383,-34.475508256517209 -58.496772069493616,-34.475625524504558 -58.496812064202842,-34.475753807089795 -58.496724573728663,-34.475851751248733 -58.495792770119259,-34.476378342790056 -58.495606215482148,-34.476371315180607 -58.495367432153387,-34.47631163519744 -58.495093458258708,-34.476281234571346 -58.494810302927029,-34.476232292987511 -58.494571685040242,-34.476231034795269 -58.494278871873895,-34.476289335001027 -58.494047587137779,-34.476387381598443 -58.493861568320632,-34.47664548982118 -58.493491049442127,-34.476964093293638 -58.49335350198411,-34.477045462417024 -58.493085052841437,-34.477284996978831 -58.492953825094908,-34.477326316217756 -58.49292294091385,-34.477337888119365 -58.492714159888614,-34.47739688234244 -58.492518825396601,-34.477366840791952 -58.492168667245558,-34.477399125929949 -58.491887728211765,-34.47747612677194 -58.491622212379212,-34.477652932650521 -58.491617140445072,-34.477769445182943 -58.491572849530598,-34.477959920492708 -58.491366199902345,-34.477965124242665 -58.491156731890101,-34.478001606595249 -58.491067098844944,-34.478153333261211 -58.491160640049195,-34.478289419539365 -58.491032148733709,-34.478420771665633 -58.490715448264666,-34.478473092989894 -58.490574714773487,-34.478379022909579 -58.490454356692553,-34.478299691823565 -58.490306335521154,-34.478196184477788 -58.490129362343659,-34.478203220123554 -58.489152559789915,-34.478686534547997 -58.488977797967046,-34.47881951738858 -58.488931045166531,-34.478946932969968 -58.488995711777484,-34.479072249304224 -58.489065652946266,-34.479229344735664 -58.489052521615854,-34.479435224680515 -58.48893940722953,-34.4795765113318 -58.48881872299814,-34.479681383544559 -58.488704156245575,-34.479898966172811 -58.488617738729573,-34.480014943004669 -58.488518636886447,-34.480121149034737 -58.48833223588737,-34.480172531853391 -58.488158799713958,-34.48026066223197 -58.487936678365934,-34.48037723547278 -58.487715240113097,-34.480516316954571 -58.487386689084566,-34.480639788761358 -58.487132996215507,-34.480745421745532 -58.487091721241612,-34.480751856235891 -58.487035013950006,-34.480959534551786 -58.486857020553956,-34.48112826027014 -58.486626275966124,-34.481280243904578 -58.486412927156366,-34.481419822892335 -58.486325453589508,-34.481607625062658 -58.486156637373554,-34.481794890212669 -58.48591348586924,-34.481964078166335 -58.485814658282401,-34.482097258262293 -58.486091165340525,-34.482370475440568 -58.485750303475015,-34.482780751112188 -58.482842238958661,-34.484070169768643 -58.482880879191647,-34.484243304931582 -58.48294634499117,-34.484359687173871 -58.483084130817581,-34.484516489933426 -58.483266574505656,-34.484689535248478 -58.483319233143547,-34.484827591406926 -58.483336041927764,-34.485062281793745 -58.483288097023774,-34.48529296609199 -58.48320600719736,-34.485481098384149 -58.483180855651931,-34.485699712952481 -58.48318845335519,-34.485825994807868 -58.483200610121564,-34.485871679711707 -58.483211588121023,-34.486020637098292 -58.483098050502093,-34.486166384137704 -58.482931884322682,-34.486263942106007 -58.482790682751926,-34.486385510818145 -58.48276335885916,-34.48656804460196 -58.482683964209158,-34.486756343155122 -58.482536837431319,-34.486913491094398 -58.482481446181708,-34.487076315005289 -58.482512797938597,-34.487240012862202 -58.482399037582354,-34.487538516682825 -58.482293495282242,-34.487806075927715 -58.482276646480351,-34.488263347561343 -58.48231664951556,-34.48848150014085 -58.482041868992944,-34.488549869277769 -58.481811996816049,-34.488571590754958 -58.481699287772685,-34.488798266323663 -58.481510222402683,-34.489029203021133 -58.481397233474596,-34.489228901255373 -58.481417261891686,-34.489427844786007 -58.481241253829658,-34.489574216794715 -58.481050140766101,-34.489737626758902 -58.48150445436859,-34.489994900056644 -58.481421825574131,-34.490218943479185 -58.481387764238065,-34.490445992527626 -58.48132578840201,-34.490711753466108 -58.48135713783708,-34.490875451492236 -58.481343952499543,-34.490991460619711 -58.481339946657371,-34.491126010944392 -58.481457236785523,-34.491299520920847 -58.481414245384592,-34.491445138372299 -58.481377860381492,-34.49157768483299 -58.481397332041148,-34.491722674698948 -58.481570730281774,-34.491845737747262 -58.481675183972605,-34.491951054073908 -58.481706005609205,-34.492150665659622 -58.481733850836498,-34.492323133394486 -58.481688035545389,-34.492500029136693 -58.481488542416955,-34.492635961194992 -58.481432183753306,-34.492749298426062 -58.481374642113039,-34.492965907749607 -58.48135704597339,-34.49322093545382 -58.481373846356675,-34.493455625570448 -58.48140386035125,-34.493664173826225 -58.48140825381742,-34.493916069208957 -58.481375650067484,-34.494066822760416 -58.481297299771896,-34.494183292077665 -58.481140571670551,-34.494326363302619 -58.481139262665266,-34.494461080554473 -58.481279074925759,-34.49459554552999 -58.481287223752553,-34.494775780925508 -58.481152636926382,-34.494974141767742 -58.481201314301373,-34.495336616636692 -58.482064754191654,-34.495691103865838 -58.482131003961499,-34.495708683603972 -58.485727247027029,-34.49729265230242 -58.487530217929717,-34.498091639458039 -58.488514907506001,-34.498516488503228 -58.491977821053645,-34.50004710805851 -58.494971630043949,-34.50136442770755 -58.495402812593781,-34.501548333261084 -58.496795864204046,-34.502200547686833 -58.498434567928228,-34.502957784823614 -58.500314345609048,-34.503810766095626 -58.502411610094853,-34.504780491990545 -58.504152462549371,-34.505579909703272 -58.506148993414001,-34.506493932660909 -58.506967889706921,-34.506863480644135 -58.507998168178709,-34.507326942448522 -58.509949713610176,-34.50822914620764 -58.510855703940265,-34.508626507392414 -58.514077943439617,-34.510096770032625 -58.516559069594457,-34.511238209735957 -58.520913624126678,-34.513218417663289 -58.526280820470127,-34.515651727109514 -58.531941367427038,-34.518237659339761 -58.531282558963312,-34.519136283692028 -58.533986441947519,-34.520947143233357 -58.535179475717385,-34.521748422786104 -58.53647300716375,-34.522609790025442 -58.537770020152088,-34.523705020919074 -58.539415649926973,-34.522426619534386 -58.539444839525522,-34.522464360671144 -58.54127266204879,-34.524028033309207 -58.542248134968595,-34.524865316796266 -58.544854224204684,-34.527105826218573 -58.54649717384973,-34.528523277930738 -58.546527169502234,-34.528552080129764 -58.546784535921567,-34.52877008488457 -58.547292877729113,-34.52915627191696 -58.547590346001051,-34.529381229791149 -58.548816321195119,-34.530454024727746 -58.550854084302202,-34.532223679950576 -58.551033675201033,-34.53240095775525 -58.55227013906174,-34.533478860493325 -58.55431045016158,-34.535221662092894 -58.554563065840178,-34.535007979524146 -58.556396340339468,-34.533453256503911 -58.559636003160406,-34.53071299439376 -58.561735963941835,-34.528936356134999 -58.562352905657697,-34.528412443229826 -58.563844732915889,-34.527151227427431 -58.566053991803038,-34.525273347636521 -58.568111486764614,-34.52354341032369 -58.568775935405782,-34.522972936486546 -58.569547545438063,-34.522296674160138 -58.571248178757052,-34.520791990039989 -58.573926020281526,-34.518434822324672 -58.574114753435914,-34.518266616147116 -58.575397088251549,-34.517158689779464 -58.577141897376009,-34.515643127797013 -58.578136474431204,-34.514778212924156 -58.579496460224121,-34.513589601045808 -58.581323078235727,-34.512007067684742 -58.585442423841812,-34.508420988024675 -58.588536896793073,-34.505733870042974 -58.588891057609359,-34.505413956787891 -58.590969593586458,-34.503527569579198 -58.600311020275079,-34.495037576488365 -58.600718833838798,-34.494662471698703 -58.600621273250553,-34.494508238071347 -58.600469899852456,-34.493982243089761 -58.600401560887562,-34.493560166388491 -58.600244631009531,-34.493096744916862 -58.60003364161512,-34.492661487057212 -58.599875996362094,-34.492328339314739</coordinates></LinearRing></outerBoundaryIs></Polygon>",
